point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
14,0.0372073,0.0441408,0.0509811,0.0367568,0.0394723,0.0444594,11978.76,11963.266,11963.266,11963.266,11963.266,11963.266
15,0.0224966,0.0275438,0.0524657,0.0263435,0.0120961,0.0215417,7056.006,7056.006,7056.006,7056.006,7056.006,7056.006
16,0.1345977,0.0233495,0.059888,0.0537815,0.0291516,0.0312788,8368.406,8276.303,8276.303,8276.303,8276.303,8276.303
17,0.0413396,0.0303513,0.0573134,0.0408121,0.04811,0.0894249,8718.611,8671.086,8671.086,8671.086,8671.086,8671.086
18,0.0242225,0.0220242,0.0412455,0.0347078,0.030758,0.0253604,8521.776,8520.353,8534.974,8520.353,8534.974,8786.075
19,0.0229149,0.0207333,0.1687795,0.0548378,0.0436061,0.0360548,7550.382,7570.146,7570.146,7570.146,7570.146,7570.146
20,0.0234964,0.0194487,0.0500389,0.0348743,0.0212539,0.0221316,8402.878,8231.762,8231.762,8231.762,8231.762,8231.762
21,0.0348747,0.0316819,0.0405913,0.0521609,0.045497,0.0503447,11316.732,11187.535,11187.535,11187.535,11187.535,11187.535
22,0.0253218,0.0216075,0.0429475,0.0274283,0.1688033,0.0336803,7765.991,7765.991,7765.991,7765.991,7765.991,7765.991
23,0.0249069,0.0272346,0.0582683,0.0618256,0.0653254,0.0534216,10145.126,10166.086,10166.086,10166.086,10166.086,10166.086
24,0.0264028,0.0224177,0.046091,0.0370907,0.0288851,0.0363696,7610.608,7610.608,7610.608,7610.608,7610.608,7610.608
25,0.0306026,0.0194547,0.0425601,0.0164936,0.0201646,0.0193746,8186.593,8199.037,8199.037,8199.037,8199.037,8199.037
26,0.1539446,0.031216,0.0477562,0.0402137,0.0409754,0.0413343,8707.927,8613.318,8613.318,8613.318,8613.318,8613.318
27,0.0261407,0.0171555,0.061374,0.0273205,0.0209501,0.0185138,8318.784,8181.935,8181.935,8181.935,8181.935,8181.935
28,0.0405977,0.0331397,0.0590272,0.0489357,0.0386053,0.0461481,8828.503,8797.017,8797.017,8797.017,8797.017,8797.017
29,0.0171872,0.0172254,0.0421103,0.041233,0.1620134,0.0311657,8521.966,8509.387,8509.387,8509.387,8509.387,8509.387
30,0.0295944,0.02662,0.0406773,0.040751,0.0552353,0.0550915,8168.003,8129.647,8129.647,8129.647,8129.647,8129.647
31,0.0259092,0.0223357,0.0573851,0.0249315,0.0375991,0.0421162,6242.63,6241.455,6241.455,6241.455,6241.455,6241.455
32,0.0217798,0.0134171,0.0582852,0.0156861,0.0103724,0.0178522,5930.147,5619.105,5619.105,5619.105,5619.105,5619.105
33,0.1461348,0.0371252,0.0405516,0.0446945,0.0967872,0.0870065,11650.854,11685.253,11685.253,11685.253,11685.253,11685.253
34,0.024059,0.0220608,0.054103,0.0384565,0.0439271,0.0387943,6462.325,6487.233,6487.233,6487.233,6487.233,6487.233
35,0.0177189,0.0263629,0.0588566,0.0510288,0.0343301,0.0337713,8858.18,8636.743,8870.966,8636.743,8870.966,8987.069
36,0.041297,0.038397,0.1569731,0.0416806,0.0694753,0.0716507,14462.46,14482.167,14482.167,14482.167,14482.167,14482.167
37,0.0243398,0.0309976,0.0614227,0.0508879,0.0239578,0.0213953,7583.659,7620.068,7620.068,7620.068,7620.068,7620.068
38,0.0137725,0.0112592,0.0413495,0.03092,0.0140934,0.0155022,6597.63,6601.276,6601.276,6601.276,6601.276,6601.276
39,0.0204968,0.0179061,0.0415873,0.0351595,0.1641694,0.0290998,8435.283,8451.732,8451.732,8451.732,8451.732,8451.732
40,0.0290751,0.0214679,0.0408997,0.0339617,0.0225348,0.0230138,6414.029,6274.547,6274.547,6274.547,6274.547,6274.547
41,0.0409545,0.0361347,0.0611688,0.0456378,0.0639038,0.067017,11224.222,10964.769,10964.769,10964.769,10964.769,10964.769
42,0.0271367,0.0260146,0.0411376,0.0322299,0.0217038,0.0363561,8538.752,8522.031,8522.031,8522.031,8522.031,8522.031
43,0.1328588,0.0250481,0.0413495,0.0376323,0.0161965,0.0153202,9002.074,9002.074,9002.074,9002.074,9002.074,9002.074
